Date,Symbol,EWMA_Volatility_Simple,EWMA_Volatility_Log,EWMA_Volatility_Simple_Pct,EWMA_Volatility_Log_Pct,Volatility_Level,Year,Month,Quarter,Month_Name
2023-09-26,MSFT,0.15562990781087893,0.15736637980369403,15.562990781087894,15.736637980369403,Low,2023,9,Q3,September
2023-09-27,AAPL,0.20088756825318801,0.20239698076155366,20.0887568253188,20.239698076155367,Medium,2023,9,Q3,September
2023-09-27,GOOGL,0.2770876486273071,0.27933807711594805,27.70876486273071,27.933807711594806,Medium,2023,9,Q3,September
2023-09-27,MSFT,0.15631348211322146,0.15793127756346031,15.631348211322146,15.793127756346031,Low,2023,9,Q3,September
2023-09-28,AAPL,0.18931225604866392,0.19078093001565158,18.93122560486639,19.078093001565158,Low,2023,9,Q3,September
2023-09-28,GOOGL,0.2821528372449005,0.2841673582625474,28.21528372449005,28.41673582625474,Medium,2023,9,Q3,September
2023-09-28,MSFT,0.15408187421449707,0.15558966324269347,15.408187421449707,15.558966324269347,Low,2023,9,Q3,September
2023-09-29,AAPL,0.18073912314155635,0.18215361953940545,18.073912314155635,18.215361953940544,Low,2023,9,Q3,September
2023-09-29,GOOGL,0.2628695203795436,0.26462061458547986,26.286952037954357,26.462061458547986,Medium,2023,9,Q3,September
2023-09-29,MSFT,0.1586367775639617,0.15996638475988423,15.86367775639617,15.996638475988423,Low,2023,9,Q3,September
2023-10-02,AAPL,0.1985010181435244,0.19948125668165675,19.85010181435244,19.948125668165677,Low,2023,10,Q4,October
2023-10-02,GOOGL,0.29717347864519716,0.2979300326081048,29.717347864519716,29.79300326081048,Medium,2023,10,Q4,October
2023-10-02,MSFT,0.1956235045873753,0.19607358525506716,19.56235045873753,19.607358525506715,Low,2023,10,Q4,October
2023-10-03,AAPL,0.18818792739216092,0.18904724046176166,18.818792739216093,18.904724046176167,Low,2023,10,Q4,October
2023-10-03,GOOGL,0.2848179717691882,0.2854131840239559,28.48179717691882,28.54131840239559,Medium,2023,10,Q4,October
2023-10-03,MSFT,0.22900823954430702,0.23026350359386255,22.900823954430702,23.026350359386257,Medium,2023,10,Q4,October
2023-10-04,AAPL,0.18361484272123982,0.18444774366981265,18.36148427212398,18.444774366981264,Low,2023,10,Q4,October
2023-10-04,GOOGL,0.29476091114630776,0.2951037105304774,29.476091114630776,29.51037105304774,Medium,2023,10,Q4,October
2023-10-04,MSFT,0.2431666293864748,0.24407325548702527,24.31666293864748,24.407325548702527,Medium,2023,10,Q4,October
2023-10-05,AAPL,0.17815986697744768,0.17896579162541185,17.81598669774477,17.896579162541183,Low,2023,10,Q4,October
2023-10-05,GOOGL,0.27749065944753587,0.2777909932520335,27.749065944753585,27.779099325203347,Medium,2023,10,Q4,October
2023-10-05,MSFT,0.22921859205893286,0.23010341871951803,22.921859205893284,23.010341871951802,Medium,2023,10,Q4,October
2023-10-06,AAPL,0.18450271507129998,0.18509503207688374,18.450271507129997,18.509503207688375,Low,2023,10,Q4,October
2023-10-06,GOOGL,0.27795782432007177,0.27817487310004774,27.795782432007176,27.817487310004772,Medium,2023,10,Q4,October
2023-10-06,MSFT,0.2523809008787591,0.25257248514814745,25.238090087875907,25.257248514814744,Medium,2023,10,Q4,October
2023-10-09,AAPL,0.1782606381928146,0.1788375809673265,17.826063819281458,17.88375809673265,Low,2023,10,Q4,October
2023-10-09,GOOGL,0.26393531347290666,0.26418766265590254,26.393531347290665,26.418766265590254,Medium,2023,10,Q4,October
2023-10-09,MSFT,0.24091487364187292,0.24115003058561327,24.09148736418729,24.115003058561328,Medium,2023,10,Q4,October
2023-10-10,AAPL,0.17111964752232187,0.17162154183070807,17.111964752232186,17.162154183070808,Low,2023,10,Q4,October
2023-10-10,GOOGL,0.2516814172813973,0.2518607890418203,25.16814172813973,25.18607890418203,Medium,2023,10,Q4,October
2023-10-10,MSFT,0.2308320734838413,0.23098748801855667,23.08320734838413,23.098748801855667,Medium,2023,10,Q4,October
2023-10-11,AAPL,0.1656042395169504,0.16609469093035648,16.560423951695043,16.60946909303565,Low,2023,10,Q4,October
2023-10-11,GOOGL,0.25123591341414314,0.25133851409664854,25.123591341414315,25.133851409664853,Medium,2023,10,Q4,October
2023-10-11,MSFT,0.2253150841660943,0.22548598038969234,22.53150841660943,22.548598038969235,Medium,2023,10,Q4,October
2023-10-12,AAPL,0.15841270299404517,0.15889499534532744,15.841270299404517,15.889499534532744,Low,2023,10,Q4,October
2023-10-12,GOOGL,0.2490148556253805,0.24903270450156526,24.90148556253805,24.903270450156526,Medium,2023,10,Q4,October
2023-10-12,MSFT,0.21672796365074073,0.21683176474313692,21.672796365074074,21.683176474313694,Medium,2023,10,Q4,October
2023-10-13,AAPL,0.16194132260607305,0.16237730201251224,16.194132260607304,16.237730201251225,Low,2023,10,Q4,October
2023-10-13,GOOGL,0.2458874726329745,0.2458448818831873,24.58874726329745,24.58448818831873,Medium,2023,10,Q4,October
2023-10-13,MSFT,0.2145199535613409,0.2145722072618114,21.45199535613409,21.457220726181138,Medium,2023,10,Q4,October
2023-10-16,AAPL,0.1550080621475732,0.15541133421735742,15.50080621475732,15.541133421735742,Low,2023,10,Q4,October
2023-10-16,GOOGL,0.24094520507283704,0.24093947034676289,24.094520507283704,24.09394703467629,Medium,2023,10,Q4,October
2023-10-16,MSFT,0.21471348904558626,0.21472774583266774,21.471348904558628,21.472774583266773,Medium,2023,10,Q4,October
2023-10-17,AAPL,0.15475705187158467,0.15511810218788163,15.475705187158468,15.511810218788163,Low,2023,10,Q4,October
2023-10-17,GOOGL,0.23081677351561677,0.2308339090274284,23.081677351561677,23.08339090274284,Medium,2023,10,Q4,October
2023-10-17,MSFT,0.2061716014435097,0.20615268973524414,20.617160144350972,20.615268973524415,Medium,2023,10,Q4,October
2023-10-18,AAPL,0.15206878415273606,0.15238851258491395,15.206878415273605,15.238851258491396,Low,2023,10,Q4,October
2023-10-18,GOOGL,0.2305743677279629,0.23056223151139832,23.05743677279629,23.056223151139832,Medium,2023,10,Q4,October
2023-10-18,MSFT,0.20040439279671712,0.20033840582755164,20.040439279671713,20.033840582755165,Medium,2023,10,Q4,October
2023-10-19,AAPL,0.1460171515152962,0.14631360991920067,14.601715151529621,14.631360991920067,Low,2023,10,Q4,October
2023-10-19,GOOGL,0.22134450298688338,0.22131188569083568,22.13445029868834,22.13118856908357,Medium,2023,10,Q4,October
2023-10-19,MSFT,0.19245927472598354,0.19241365145778525,19.245927472598353,19.241365145778524,Low,2023,10,Q4,October
2023-10-20,AAPL,0.15314754090632363,0.15352874929365828,15.314754090632363,15.352874929365829,Low,2023,10,Q4,October
2023-10-20,GOOGL,0.22404881746000038,0.22406151692401252,22.404881746000036,22.406151692401252,Medium,2023,10,Q4,October
2023-10-20,MSFT,0.19651479164836683,0.1965164887462854,19.651479164836683,19.651648874628542,Low,2023,10,Q4,October
2023-10-23,AAPL,0.14742493453665503,0.14780359885020408,14.742493453665503,14.780359885020408,Low,2023,10,Q4,October
2023-10-23,GOOGL,0.2173862104231208,0.21744322053668597,21.738621042312083,21.744322053668597,Medium,2023,10,Q4,October
2023-10-23,MSFT,0.19181666047939006,0.19184925805137926,19.181666047939004,19.184925805137926,Low,2023,10,Q4,October
2023-10-24,AAPL,0.14271640377430733,0.1430977727930391,14.271640377430733,14.309777279303908,Low,2023,10,Q4,October
2023-10-24,GOOGL,0.22110150912364068,0.22108018155516476,22.11015091236407,22.108018155516476,Medium,2023,10,Q4,October
2023-10-24,MSFT,0.18477426839435232,0.1848237853386667,18.477426839435232,18.48237853386667,Low,2023,10,Q4,October
2023-10-25,AAPL,0.14695731985201324,0.14737961900294638,14.695731985201324,14.73796190029464,Low,2023,10,Q4,October
2023-10-25,GOOGL,0.4615949696249305,0.4795453053935956,46.15949696249305,47.95453053935956,High,2023,10,Q4,October
2023-10-25,MSFT,0.2179133824340455,0.21698243740722342,21.79133824340455,21.698243740722344,Medium,2023,10,Q4,October
2023-10-26,AAPL,0.17047867918432244,0.1714407771287275,17.047867918432242,17.14407771287275,Low,2023,10,Q4,October
2023-10-26,GOOGL,0.4527111269266061,0.4696058922290595,45.27111269266061,46.96058922290595,High,2023,10,Q4,October
2023-10-26,MSFT,0.2711244579370733,0.27212269414957185,27.11244579370733,27.212269414957184,Medium,2023,10,Q4,October
2023-10-27,AAPL,0.17128439193013956,0.17220927554438567,17.128439193013957,17.220927554438568,Low,2023,10,Q4,October
2023-10-27,GOOGL,0.4367342108686179,0.45308442040965907,43.673421086861794,45.30844204096591,High,2023,10,Q4,October
2023-10-27,MSFT,0.2621202404738824,0.2631242870765593,26.212024047388237,26.312428707655933,Medium,2023,10,Q4,October
2023-10-30,AAPL,0.17670023003451926,0.17751056936522752,17.670023003451927,17.75105693652275,Low,2023,10,Q4,October
2023-10-30,GOOGL,0.4340683881482801,0.4495829026351504,43.406838814828006,44.95829026351504,High,2023,10,Q4,October
2023-10-30,MSFT,0.268805461629316,0.2695388142344334,26.8805461629316,26.953881423443338,Medium,2023,10,Q4,October
2023-10-31,AAPL,0.17136524612107912,0.17216792307364087,17.136524612107912,17.216792307364088,Low,2023,10,Q4,October
2023-10-31,GOOGL,0.41843193025602854,0.4334151798553999,41.84319302560285,43.34151798553999,High,2023,10,Q4,October
2023-10-31,MSFT,0.2590725292197127,0.25978143908966117,25.90725292197127,25.978143908966118,Medium,2023,10,Q4,October
2023-11-01,AAPL,0.18503889828812783,0.18551602160966563,18.503889828812785,18.551602160966564,Low,2023,11,Q4,November
2023-11-01,GOOGL,0.41542683635085226,0.4296446135289219,41.542683635085226,42.964461352892194,High,2023,11,Q4,November
2023-11-01,MSFT,0.26483094003639746,0.26528158108721156,26.483094003639746,26.528158108721158,Medium,2023,11,Q4,November
2023-11-02,AAPL,0.19775614996598959,0.19791512793098087,19.775614996598957,19.791512793098086,Low,2023,11,Q4,November
2023-11-02,GOOGL,0.40346000935535425,0.4172317390968896,40.34600093553543,41.72317390968896,High,2023,11,Q4,November
2023-11-02,MSFT,0.25570531542031955,0.2561619728400216,25.570531542031954,25.616197284002162,Medium,2023,11,Q4,November
2023-11-03,AAPL,0.19269239691870518,0.19280924298558816,19.269239691870517,19.280924298558816,Low,2023,11,Q4,November
2023-11-03,GOOGL,0.3941480803627698,0.4074334400460976,39.41480803627698,40.74334400460976,High,2023,11,Q4,November
2023-11-03,MSFT,0.24943883180743193,0.24990477385343735,24.943883180743192,24.990477385343734,Medium,2023,11,Q4,November
2023-11-06,AAPL,0.19413921579439175,0.19420717420996927,19.413921579439176,19.420717420996926,Low,2023,11,Q4,November
2023-11-06,GOOGL,0.3827559145957583,0.3956231133978709,38.27559145957583,39.56231133978709,High,2023,11,Q4,November
2023-11-06,MSFT,0.24202673047887638,0.24250461269756785,24.20267304788764,24.250461269756784,Medium,2023,11,Q4,November
2023-11-07,AAPL,0.19427328952375475,0.19430481024594454,19.427328952375476,19.430481024594453,Low,2023,11,Q4,November
2023-11-07,GOOGL,0.37042457409044743,0.38289593225060564,37.042457409044744,38.289593225060564,High,2023,11,Q4,November
2023-11-07,MSFT,0.23507323895454613,0.2355589601714178,23.50732389545461,23.55589601714178,Medium,2023,11,Q4,November
2023-11-08,AAPL,0.18806626077260274,0.1881128598050097,18.806626077260276,18.81128598050097,Low,2023,11,Q4,November
2023-11-08,GOOGL,0.3588490856378658,0.3709364336630755,35.884908563786574,37.093643366307546,High,2023,11,Q4,November
2023-11-08,MSFT,0.22718427327339144,0.2276670115186269,22.718427327339143,22.76670115186269,Medium,2023,11,Q4,November
2023-11-09,AAPL,0.18304492640355072,0.18305634094062892,18.304492640355072,18.305634094062892,Low,2023,11,Q4,November
2023-11-09,GOOGL,0.3501835404681551,0.36164684230030303,35.01835404681551,36.1646842300303,High,2023,11,Q4,November
2023-11-09,MSFT,0.22506892592966404,0.22544432108372875,22.506892592966405,22.544432108372874,Medium,2023,11,Q4,November
2023-11-10,AAPL,0.19536032786992946,0.195033604614294,19.536032786992948,19.503360461429402,Low,2023,11,Q4,November
2023-11-10,GOOGL,0.3465902767369036,0.3574832125810729,34.65902767369036,35.74832125810729,High,2023,11,Q4,November
2023-11-10,MSFT,0.23215092993008482,0.23221516912148002,23.215092993008483,23.221516912148,Medium,2023,11,Q4,November
2023-11-13,AAPL,0.1953234064326908,0.19497396436956893,19.53234064326908,19.497396436956894,Low,2023,11,Q4,November
2023-11-13,GOOGL,0.3354281899536238,0.34589677863130475,33.54281899536238,34.589677863130476,High,2023,11,Q4,November
2023-11-13,MSFT,0.23133893479493486,0.23131403762610533,23.133893479493487,23.13140376261053,Medium,2023,11,Q4,November
2023-11-14,AAPL,0.19402751742243585,0.19367701456528688,19.402751742243584,19.36770145652869,Low,2023,11,Q4,November
2023-11-14,GOOGL,0.32736742563393717,0.33747838052773216,32.73674256339372,33.74783805277322,High,2023,11,Q4,November
2023-11-14,MSFT,0.22442452870972623,0.22442319273828412,22.442452870972623,22.442319273828414,Medium,2023,11,Q4,November
2023-11-15,AAPL,0.1876260189944534,0.1872824894576406,18.76260189944534,18.728248945764058,Low,2023,11,Q4,November
2023-11-15,GOOGL,0.317562998463887,0.32736684328901333,31.756299846388703,32.73668432890133,High,2023,11,Q4,November
2023-11-15,MSFT,0.21789096279250192,0.2178502386623565,21.78909627925019,21.78502386623565,Medium,2023,11,Q4,November
2023-11-16,AAPL,0.18264590118386873,0.18233118632019377,18.264590118386874,18.233118632019377,Low,2023,11,Q4,November
2023-11-16,GOOGL,0.3133695297468573,0.32270926992090154,31.33695297468573,32.27092699209015,High,2023,11,Q4,November
2023-11-16,MSFT,0.2165036834642683,0.2164201961327432,21.65036834642683,21.642019613274318,Medium,2023,11,Q4,November
2023-11-17,AAPL,0.1774451173947336,0.1771154168080049,17.74451173947336,17.71154168080049,Low,2023,11,Q4,November
2023-11-17,GOOGL,0.3083398503707997,0.3171341184351588,30.83398503707997,31.713411843515882,High,2023,11,Q4,November
2023-11-17,MSFT,0.22784605358984925,0.22782860286708298,22.784605358984926,22.7828602867083,Medium,2023,11,Q4,November
2023-11-20,AAPL,0.17299356906344393,0.17268921521945052,17.299356906344393,17.268921521945053,Low,2023,11,Q4,November
2023-11-20,GOOGL,0.2990381711890422,0.30757048785594726,29.903817118904218,30.757048785594726,Medium,2023,11,Q4,November
2023-11-20,MSFT,0.22943104085304117,0.22930645961915938,22.943104085304117,22.93064596191594,Medium,2023,11,Q4,November
2023-11-21,AAPL,0.17063663796616244,0.17030426433043164,17.063663796616243,17.030426433043164,Low,2023,11,Q4,November
2023-11-21,GOOGL,0.2896280627548244,0.29790451419891195,28.96280627548244,29.790451419891195,Medium,2023,11,Q4,November
2023-11-21,MSFT,0.23190745955220035,0.23173782434975432,23.190745955220034,23.173782434975433,Medium,2023,11,Q4,November
2023-11-22,AAPL,0.16511348454789457,0.16479129099096132,16.511348454789456,16.47912909909613,Low,2023,11,Q4,November
2023-11-22,GOOGL,0.2824796670341287,0.2904787441295466,28.247966703412867,29.04787441295466,Medium,2023,11,Q4,November
2023-11-22,MSFT,0.2268589359508319,0.2267143550757844,22.68589359508319,22.67143550757844,Medium,2023,11,Q4,November
2023-11-24,AAPL,0.1651823413022676,0.1648469035357607,16.518234130226762,16.48469035357607,Low,2023,11,Q4,November
2023-11-24,GOOGL,0.28023108396304847,0.2877232082215847,28.023108396304846,28.77232082215847,Medium,2023,11,Q4,November
2023-11-24,MSFT,0.22080745522988754,0.22062270739022943,22.080745522988753,22.062270739022942,Medium,2023,11,Q4,November
2023-11-27,AAPL,0.16061170015558146,0.1602675974004852,16.061170015558147,16.026759740048522,Low,2023,11,Q4,November
2023-11-27,GOOGL,0.2716208510918629,0.2788305654477277,27.16208510918629,27.88305654477277,Medium,2023,11,Q4,November
2023-11-27,MSFT,0.2137801799742669,0.21359194970984174,21.37801799742669,21.359194970984174,Medium,2023,11,Q4,November
2023-11-28,AAPL,0.15547869694605496,0.15514807466887587,15.547869694605495,15.514807466887587,Low,2023,11,Q4,November
2023-11-28,GOOGL,0.2634696980975126,0.27046695767429313,26.346969809751258,27.046695767429313,Medium,2023,11,Q4,November
2023-11-28,MSFT,0.2084367995140279,0.20827434584737142,20.84367995140279,20.82743458473714,Medium,2023,11,Q4,November
2023-11-29,AAPL,0.15386813620718368,0.15352643489920403,15.386813620718367,15.352643489920403,Low,2023,11,Q4,November
2023-11-29,GOOGL,0.26443266077416905,0.27096415167359644,26.443266077416904,27.096415167359645,Medium,2023,11,Q4,November
2023-11-29,MSFT,0.21002334888546276,0.20982496508002757,21.002334888546276,20.982496508002757,Medium,2023,11,Q4,November
2023-11-30,AAPL,0.14900312663167148,0.14867610342162024,14.900312663167147,14.867610342162024,Low,2023,11,Q4,November
2023-11-30,GOOGL,0.26638279976993545,0.27249691579257473,26.638279976993545,27.249691579257473,Medium,2023,11,Q4,November
2023-11-30,MSFT,0.20385891449800062,0.20364194412061906,20.385891449800063,20.364194412061906,Medium,2023,11,Q4,November
2023-12-01,AAPL,0.14533576008382365,0.1450318946927722,14.533576008382365,14.503189469277219,Low,2023,12,Q4,December
2023-12-01,GOOGL,0.25851716550259135,0.2643913108944428,25.851716550259134,26.439131089444277,Medium,2023,12,Q4,December
2023-12-01,MSFT,0.20619215443267913,0.2059706012852489,20.619215443267912,20.59706012852489,Medium,2023,12,Q4,December
2023-12-04,AAPL,0.148355386717474,0.14807807293549632,14.8355386717474,14.807807293549633,Low,2023,12,Q4,December
2023-12-04,GOOGL,0.2608327810389909,0.26636427315419703,26.083278103899087,26.636427315419702,Medium,2023,12,Q4,December
2023-12-04,MSFT,0.21043358836816936,0.2102533080237059,21.043358836816935,21.02533080237059,Medium,2023,12,Q4,December
2023-12-05,AAPL,0.1620336864162749,0.16148101611852145,16.203368641627492,16.148101611852145,Low,2023,12,Q4,December
2023-12-05,GOOGL,0.2595470878264964,0.26480586721196137,25.95470878264964,26.480586721196136,Medium,2023,12,Q4,December
2023-12-05,MSFT,0.20587241668775652,0.20572429178380258,20.58724166877565,20.572429178380258,Medium,2023,12,Q4,December
2023-12-06,AAPL,0.16053992605764908,0.15998524254272659,16.053992605764908,15.998524254272658,Low,2023,12,Q4,December
2023-12-06,GOOGL,0.2525702912174283,0.25760032997754595,25.25702912174283,25.760032997754596,Medium,2023,12,Q4,December
2023-12-06,MSFT,0.20486379622311515,0.2046945580455065,20.486379622311514,20.46945580455065,Medium,2023,12,Q4,December
2023-12-07,AAPL,0.1583134421961315,0.1577866775412599,15.83134421961315,15.77866775412599,Low,2023,12,Q4,December
2023-12-07,GOOGL,0.3238787945296908,0.32447807162143155,32.38787945296908,32.44780716214316,High,2023,12,Q4,December
2023-12-07,MSFT,0.19917626572773942,0.19903496180992417,19.91762657277394,19.903496180992416,Low,2023,12,Q4,December
2023-12-08,AAPL,0.15431679124910352,0.1538206768650444,15.431679124910353,15.382067686504438,Low,2023,12,Q4,December
2023-12-08,GOOGL,0.3198663220726025,0.3203586514203677,31.98663220726025,32.03586514203677,High,2023,12,Q4,December
2023-12-08,MSFT,0.19493916299241815,0.1948252146984502,19.493916299241814,19.48252146984502,Low,2023,12,Q4,December
2023-12-11,AAPL,0.16209457958895182,0.16170224292098256,16.209457958895182,16.170224292098258,Low,2023,12,Q4,December
2023-12-11,GOOGL,0.31424852828355315,0.3146433741417348,31.424852828355316,31.46433741417348,High,2023,12,Q4,December
2023-12-11,MSFT,0.19270753990219416,0.19256525445710415,19.270753990219415,19.256525445710416,Low,2023,12,Q4,December
2023-12-12,AAPL,0.1585631496672948,0.15819842358586989,15.856314966729478,15.819842358586989,Low,2023,12,Q4,December
2023-12-12,GOOGL,0.30526461057247317,0.30559683261407566,30.526461057247317,30.559683261407567,High,2023,12,Q4,December
2023-12-12,MSFT,0.18854238144169622,0.1884266583964422,18.85423814416962,18.84266583964422,Low,2023,12,Q4,December
2023-12-13,AAPL,0.1630451167183048,0.1626001208594695,16.30451167183048,16.26001208594695,Low,2023,12,Q4,December
2023-12-13,GOOGL,0.295739189360323,0.29606771938116344,29.5739189360323,29.606771938116346,Medium,2023,12,Q4,December
2023-12-13,MSFT,0.18280391537086602,0.18268107746397608,18.2803915370866,18.268107746397607,Low,2023,12,Q4,December
2023-12-14,AAPL,0.1583029903513998,0.1578585514809865,15.83029903513998,15.785855148098648,Low,2023,12,Q4,December
2023-12-14,GOOGL,0.2870490785296805,0.28733041688845307,28.70490785296805,28.733041688845308,Medium,2023,12,Q4,December
2023-12-14,MSFT,0.20057621168836204,0.2008221268630004,20.057621168836203,20.082212686300043,Medium,2023,12,Q4,December
2023-12-15,AAPL,0.15512542016435385,0.15467103376482252,15.512542016435384,15.467103376482253,Low,2023,12,Q4,December
2023-12-15,GOOGL,0.27892448941242737,0.27923999610635253,27.892448941242737,27.923999610635253,Medium,2023,12,Q4,December
2023-12-15,MSFT,0.20057267897381278,0.2007959770025843,20.05726789738128,20.079597700258432,Medium,2023,12,Q4,December
2023-12-18,AAPL,0.15665270366024178,0.15621525427556612,15.665270366024178,15.621525427556612,Low,2023,12,Q4,December
2023-12-18,GOOGL,0.2861214978796073,0.28623688103271827,28.61214978796073,28.623688103271828,Medium,2023,12,Q4,December
2023-12-18,MSFT,0.19498243971776766,0.19521853816160564,19.498243971776766,19.521853816160565,Low,2023,12,Q4,December
2023-12-19,AAPL,0.15227115784647816,0.15185953460148555,15.227115784647815,15.185953460148555,Low,2023,12,Q4,December
2023-12-19,GOOGL,0.2778903283181826,0.27803914590874407,27.78903283181826,27.803914590874406,Medium,2023,12,Q4,December
2023-12-19,MSFT,0.18892915412801348,0.18915993233923026,18.892915412801347,18.915993233923025,Low,2023,12,Q4,December
2023-12-20,AAPL,0.15601064992711075,0.15564684345941202,15.601064992711075,15.5646843459412,Low,2023,12,Q4,December
2023-12-20,GOOGL,0.27244977373316587,0.2726357726640011,27.244977373316587,27.26357726640011,Medium,2023,12,Q4,December
2023-12-20,MSFT,0.18592838445027435,0.18611872826887746,18.592838445027436,18.611872826887748,Low,2023,12,Q4,December
2023-12-21,AAPL,0.15145396755616355,0.15109104109881785,15.145396755616355,15.109104109881786,Low,2023,12,Q4,December
2023-12-21,GOOGL,0.26856238804955573,0.2687630286318975,26.856238804955574,26.87630286318975,Medium,2023,12,Q4,December
2023-12-21,MSFT,0.18221073635978438,0.18241385730498857,18.22107363597844,18.24138573049886,Low,2023,12,Q4,December
2023-12-22,AAPL,0.14923724530786275,0.148870754483497,14.923724530786275,14.887075448349698,Low,2023,12,Q4,December
2023-12-22,GOOGL,0.2608433497305973,0.26106743584094355,26.084334973059732,26.106743584094357,Medium,2023,12,Q4,December
2023-12-22,MSFT,0.17666745556476968,0.1768721413301336,17.666745556476968,17.68721413301336,Low,2023,12,Q4,December
2023-12-26,AAPL,0.14539241920707086,0.14502367805841376,14.539241920707086,14.502367805841377,Low,2023,12,Q4,December
2023-12-26,GOOGL,0.25306094427739567,0.2532534855892779,25.306094427739566,25.32534855892779,Medium,2023,12,Q4,December
2023-12-26,MSFT,0.17125892282644634,0.17145137196216043,17.125892282644635,17.14513719621604,Low,2023,12,Q4,December
2023-12-27,AAPL,0.140903562286262,0.14054509773184048,14.090356228626199,14.054509773184048,Low,2023,12,Q4,December
2023-12-27,GOOGL,0.24905702867501694,0.24917748101468587,24.905702867501695,24.917748101468586,Medium,2023,12,Q4,December
2023-12-27,MSFT,0.16633109592873746,0.1665030689892993,16.633109592873748,16.65030689892993,Low,2023,12,Q4,December
2023-12-28,AAPL,0.1366660582446163,0.13632464932824867,13.66660582446163,13.632464932824867,Low,2023,12,Q4,December
2023-12-28,GOOGL,0.24173351556119582,0.24182475802612846,24.17335155611958,24.182475802612846,Medium,2023,12,Q4,December
2023-12-28,MSFT,0.1614037492989797,0.16157980427455892,16.14037492989797,16.157980427455893,Low,2023,12,Q4,December
2023-12-29,AAPL,0.13465164672479507,0.13431136492790116,13.465164672479506,13.431136492790117,Low,2023,12,Q4,December
2023-12-29,GOOGL,0.2354498288456629,0.2354969967198841,23.54498288456629,23.54969967198841,Medium,2023,12,Q4,December
2023-12-29,MSFT,0.15645373378431032,0.15662808483694113,15.645373378431032,15.662808483694112,Low,2023,12,Q4,December
2024-01-02,AAPL,0.19116394752189542,0.1926959445818123,19.116394752189542,19.26959445818123,Low,2024,1,Q1,January
2024-01-02,GOOGL,0.23341898838056035,0.23342445079780968,23.341898838056036,23.34244507978097,Medium,2024,1,Q1,January
2024-01-02,MSFT,0.16230471505141783,0.16252786078905998,16.230471505141782,16.252786078906,Low,2024,1,Q1,January
2024-01-03,AAPL,0.18660452039166692,0.1880587251397217,18.660452039166692,18.80587251397217,Low,2024,1,Q1,January
2024-01-03,GOOGL,0.22684051111639522,0.22687163795016455,22.684051111639523,22.687163795016456,Medium,2024,1,Q1,January
2024-01-03,MSFT,0.15736178402634793,0.1575728728186495,15.736178402634792,15.75728728186495,Low,2024,1,Q1,January
2024-01-04,AAPL,0.18543579996023385,0.1868204313088477,18.543579996023386,18.68204313088477,Low,2024,1,Q1,January
2024-01-04,GOOGL,0.23240558582656015,0.23251928530318214,23.240558582656014,23.251928530318214,Medium,2024,1,Q1,January
2024-01-04,MSFT,0.15521226488545772,0.15539777094318155,15.521226488545773,15.539777094318156,Low,2024,1,Q1,January
2024-01-05,AAPL,0.17980106264201098,0.18113606498455898,17.980106264201098,18.113606498455898,Low,2024,1,Q1,January
2024-01-05,GOOGL,0.2260808975078487,0.22616074016400403,22.60808975078487,22.616074016400404,Medium,2024,1,Q1,January
2024-01-05,MSFT,0.15044374554992798,0.15062196650138318,15.044374554992798,15.062196650138318,Low,2024,1,Q1,January
2024-01-08,AAPL,0.20278762401926542,0.2034700640571773,20.278762401926542,20.34700640571773,Medium,2024,1,Q1,January
