Date,Symbol,Simple_Return,Log_Return,Simple_Return_Pct,Log_Return_Pct,Absolute_Return,Return_Category,Year,Month,Quarter,Weekday,Month_Name
2023-10-11,MSFT,0.012271754673576218,0.012197067103075243,1.2271754673576218,1.2197067103075243,0.012271754673576218,Positive,2023,10,Q4,Wednesday,October
2023-10-12,AAPL,0.005061240929550959,0.005048475902810726,0.5061240929550959,0.5048475902810725,0.005061240929550959,Positive,2023,10,Q4,Thursday,October
2023-10-12,GOOGL,-0.011241702004111898,-0.011305367524983205,-1.1241702004111898,-1.1305367524983205,0.011241702004111898,Negative,2023,10,Q4,Thursday,October
2023-10-12,MSFT,-0.00379013329672917,-0.0037973340522397645,-0.379013329672917,-0.3797334052239765,0.00379013329672917,Negative,2023,10,Q4,Thursday,October
2023-10-13,AAPL,-0.010292685068853613,-0.010346021047750713,-1.0292685068853613,-1.0346021047750713,0.010292685068853613,Negative,2023,10,Q4,Friday,October
2023-10-13,GOOGL,-0.011585320889541562,-0.011652953591420465,-1.1585320889541562,-1.1652953591420465,0.011585320889541562,Negative,2023,10,Q4,Friday,October
2023-10-13,MSFT,-0.010357659979108313,-0.010411673834377353,-1.0357659979108313,-1.0411673834377353,0.010357659979108313,Negative,2023,10,Q4,Friday,October
2023-10-16,AAPL,-0.0007269487339177649,-0.0007272130892715946,-0.0726948733917765,-0.07272130892715946,0.0007269487339177649,Negative,2023,10,Q4,Monday,October
2023-10-16,GOOGL,0.012667607866437613,0.012588044932068089,1.2667607866437613,1.258804493206809,0.012667607866437613,Positive,2023,10,Q4,Monday,October
2023-10-16,MSFT,0.014982009754223702,0.014870887956596803,1.4982009754223702,1.4870887956596803,0.014982009754223702,Positive,2023,10,Q4,Monday,October
2023-10-17,AAPL,-0.00878482191067953,-0.008823635942111734,-0.878482191067953,-0.8823635942111734,0.00878482191067953,Negative,2023,10,Q4,Tuesday,October
2023-10-17,GOOGL,0.004457114644260907,0.004447211125293605,0.44571146442609066,0.4447211125293605,0.004457114644260907,Positive,2023,10,Q4,Tuesday,October
2023-10-17,MSFT,-0.001743786578775497,-0.0017453087444037011,-0.1743786578775497,-0.1745308744403701,0.001743786578775497,Negative,2023,10,Q4,Tuesday,October
2023-10-18,AAPL,-0.007394742042506786,-0.007422218686375555,-0.7394742042506786,-0.7422218686375555,0.007394742042506786,Negative,2023,10,Q4,Wednesday,October
2023-10-18,GOOGL,-0.012596591498892473,-0.012676601167072256,-1.2596591498892473,-1.2676601167072257,0.012596591498892473,Negative,2023,10,Q4,Wednesday,October
2023-10-18,MSFT,-0.005872343053497153,-0.00588965306009759,-0.5872343053497153,-0.588965306009759,0.005872343053497153,Negative,2023,10,Q4,Wednesday,October
2023-10-19,AAPL,-0.0021609576527308327,-0.0021632958908823414,-0.21609576527308327,-0.21632958908823413,0.0021609576527308327,Negative,2023,10,Q4,Thursday,October
2023-10-19,GOOGL,-0.0015223708894176458,-0.0015235308734135073,-0.15223708894176458,-0.15235308734135072,0.0015223708894176458,Negative,2023,10,Q4,Thursday,October
2023-10-19,MSFT,0.003665384720413112,0.0036586835677153364,0.3665384720413112,0.3658683567715336,0.003665384720413112,Positive,2023,10,Q4,Thursday,October
2023-10-20,AAPL,-0.014704310699650835,-0.014813490675610691,-1.4704310699650835,-1.481349067561069,0.014704310699650835,Negative,2023,10,Q4,Friday,October
2023-10-20,GOOGL,-0.015607738118806669,-0.015730821242583393,-1.5607738118806669,-1.5730821242583393,0.015607738118806669,Negative,2023,10,Q4,Friday,October
2023-10-20,MSFT,-0.014034763923899685,-0.014134182530372956,-1.4034763923899685,-1.4134182530372956,0.014034763923899685,Negative,2023,10,Q4,Friday,October
2023-10-23,AAPL,0.0006941198123167069,0.0006938790225779577,0.0694119812316707,0.06938790225779577,0.0006941198123167069,Positive,2023,10,Q4,Monday,October
2023-10-23,GOOGL,0.006637124524547788,0.00661519578925807,0.6637124524547788,0.661519578925807,0.006637124524547788,Positive,2023,10,Q4,Monday,October
2023-10-23,MSFT,0.008112159572075228,0.008079432875935787,0.8112159572075228,0.8079432875935787,0.008112159572075228,Positive,2023,10,Q4,Monday,October
2023-10-24,AAPL,0.002543340595397847,0.0025401117782015603,0.2543340595397847,0.25401117782015603,0.002543340595397847,Positive,2023,10,Q4,Tuesday,October
2023-10-24,GOOGL,0.01692294393266036,0.01678134618473206,1.6922943932660361,1.6781346184732058,0.01692294393266036,Positive,2023,10,Q4,Tuesday,October
2023-10-24,MSFT,0.003674271819545716,0.0036675381719709814,0.3674271819545716,0.36675381719709815,0.003674271819545716,Positive,2023,10,Q4,Tuesday,October
2023-10-25,AAPL,-0.013491722730781475,-0.013583563013138242,-1.3491722730781475,-1.3583563013138242,0.013491722730781475,Negative,2023,10,Q4,Wednesday,October
2023-10-25,GOOGL,-0.09509390311041666,-0.09992410100868955,-9.509390311041665,-9.992410100868955,0.09509390311041666,Negative,2023,10,Q4,Wednesday,October
2023-10-25,MSFT,0.03067794400586843,0.03021678378815096,3.067794400586843,3.0216783788150963,0.03067794400586843,Positive,2023,10,Q4,Wednesday,October
2023-10-26,AAPL,-0.024605378640367492,-0.02491315001333804,-2.4605378640367492,-2.491315001333804,0.024605378640367492,Negative,2023,10,Q4,Thursday,October
2023-10-26,GOOGL,-0.026510687700256996,-0.026868432864207894,-2.6510687700256996,-2.6868432864207894,0.026510687700256996,Negative,2023,10,Q4,Thursday,October
2023-10-26,MSFT,-0.03751414545965415,-0.03823590950965243,-3.7514145459654147,-3.823590950965243,0.03751414545965415,Negative,2023,10,Q4,Thursday,October
2023-10-27,AAPL,0.007969282849483283,0.007937695821246642,0.7969282849483283,0.7937695821246642,0.007969282849483283,Positive,2023,10,Q4,Friday,October
2023-10-27,GOOGL,-0.0008995647486212954,-0.0008999695998012191,-0.08995647486212954,-0.08999695998012192,0.0008995647486212954,Negative,2023,10,Q4,Friday,October
2023-10-27,MSFT,0.00585547808274689,0.005838401399959306,0.585547808274689,0.5838401399959307,0.00585547808274689,Positive,2023,10,Q4,Friday,October
2023-10-30,AAPL,0.012305072667535555,0.012229980641857667,1.2305072667535555,1.2229980641857667,0.012305072667535555,Positive,2023,10,Q4,Monday,October
2023-10-30,GOOGL,0.018744444183842912,0.0185709319961927,1.8744444183842912,1.85709319961927,0.018744444183842912,Positive,2023,10,Q4,Monday,October
2023-10-30,MSFT,0.022740328332504278,0.02248562125125139,2.274032833250428,2.248562125125139,0.022740328332504278,Positive,2023,10,Q4,Monday,October
2023-10-31,AAPL,0.0028190701827772724,0.0028151040565399204,0.28190701827772724,0.28151040565399205,0.0028190701827772724,Positive,2023,10,Q4,Tuesday,October
2023-10-31,GOOGL,-0.0030531780462759173,-0.003057848503280941,-0.3053178046275917,-0.3057848503280941,0.0030531780462759173,Negative,2023,10,Q4,Tuesday,October
2023-10-31,MSFT,0.0023715939905293304,0.0023687861999180247,0.23715939905293304,0.23687861999180249,0.0023715939905293304,Positive,2023,10,Q4,Tuesday,October
2023-11-01,AAPL,0.018738382573641577,0.01856498189921839,1.8738382573641577,1.856498189921839,0.018738382573641577,Positive,2023,11,Q4,Wednesday,November
2023-11-01,GOOGL,0.019100467539247212,0.018920343629019523,1.9100467539247212,1.8920343629019523,0.019100467539247212,Positive,2023,11,Q4,Wednesday,November
2023-11-01,MSFT,0.023542830253832747,0.023269972096444182,2.3542830253832747,2.3269972096444183,0.023542830253832747,Positive,2023,11,Q4,Wednesday,November
2023-11-02,AAPL,0.02069330480249021,0.020482106988236416,2.069330480249021,2.0482106988236417,0.02069330480249021,Positive,2023,11,Q4,Thursday,November
2023-11-02,GOOGL,0.008224647040397937,0.008191008946035295,0.8224647040397937,0.8191008946035295,0.008224647040397937,Positive,2023,11,Q4,Thursday,November
2023-11-02,MSFT,0.006501537013369418,0.006480493183845082,0.6501537013369418,0.6480493183845082,0.006501537013369418,Positive,2023,11,Q4,Thursday,November
2023-11-03,AAPL,-0.005181204627038749,-0.005194673611585509,-0.5181204627038749,-0.519467361158551,0.005181204627038749,Negative,2023,11,Q4,Friday,November
2023-11-03,GOOGL,0.012628536218510789,0.012549461292785722,1.2628536218510789,1.2549461292785722,0.012628536218510789,Positive,2023,11,Q4,Friday,November
2023-11-03,MSFT,0.01286171774692213,0.012779708294947276,1.286171774692213,1.2779708294947276,0.01286171774692213,Positive,2023,11,Q4,Friday,November
2023-11-06,AAPL,0.014605259634474343,0.014499630085837496,1.4605259634474343,1.4499630085837496,0.014605259634474343,Positive,2023,11,Q4,Monday,November
2023-11-06,GOOGL,0.008907685394199838,0.008868246000764171,0.8907685394199838,0.8868246000764172,0.008907685394199838,Positive,2023,11,Q4,Monday,November
2023-11-06,MSFT,0.010572468680085656,0.010516970955690133,1.0572468680085656,1.0516970955690133,0.010572468680085656,Positive,2023,11,Q4,Monday,November
2023-11-07,AAPL,0.014450810650304069,0.014347392809864247,1.445081065030407,1.4347392809864248,0.014450810650304069,Positive,2023,11,Q4,Tuesday,November
2023-11-07,GOOGL,0.005527866223349109,0.005512643644012558,0.5527866223349109,0.5512643644012558,0.005527866223349109,Positive,2023,11,Q4,Tuesday,November
2023-11-07,MSFT,0.01121933346418369,0.011156863555397209,1.121933346418369,1.115686355539721,0.01121933346418369,Positive,2023,11,Q4,Tuesday,November
2023-11-08,AAPL,0.0058847437334399455,0.005867496260595636,0.5884743733439946,0.5867496260595636,0.0058847437334399455,Positive,2023,11,Q4,Wednesday,November
2023-11-08,GOOGL,0.006642535312517239,0.006620570887489482,0.6642535312517239,0.6620570887489482,0.006642535312517239,Positive,2023,11,Q4,Wednesday,November
2023-11-08,MSFT,0.007405793345784062,0.007378505102815873,0.7405793345784062,0.7378505102815872,0.007405793345784062,Positive,2023,11,Q4,Wednesday,November
2023-11-09,AAPL,-0.0026243479674783465,-0.0026277976052939693,-0.26243479674783465,-0.26277976052939694,0.0026243479674783465,Negative,2023,11,Q4,Thursday,November
2023-11-09,GOOGL,-0.012135651922601798,-0.012209890177514175,-1.2135651922601798,-1.2209890177514175,0.012135651922601798,Negative,2023,11,Q4,Thursday,November
2023-11-09,MSFT,-0.006910825809013588,-0.006934816158334431,-0.6910825809013588,-0.6934816158334431,0.006910825809013588,Negative,2023,11,Q4,Thursday,November
2023-11-10,AAPL,0.02322007118321512,0.022954587180031676,2.322007118321512,2.2954587180031676,0.02322007118321512,Positive,2023,11,Q4,Friday,November
2023-11-10,GOOGL,0.018043414943335057,0.017882564511038753,1.8043414943335057,1.7882564511038752,0.018043414943335057,Positive,2023,11,Q4,Friday,November
2023-11-10,MSFT,0.024896722419941453,0.024591848899190014,2.4896722419941453,2.459184889919001,0.024896722419941453,Positive,2023,11,Q4,Friday,November
2023-11-13,AAPL,-0.008583666539947021,-0.008620718385066013,-0.8583666539947021,-0.8620718385066013,0.008583666539947021,Negative,2023,11,Q4,Monday,November
2023-11-13,GOOGL,-0.0037708449788965703,-0.003777972538413852,-0.37708449788965703,-0.3777972538413852,0.0037708449788965703,Negative,2023,11,Q4,Monday,November
2023-11-13,MSFT,-0.008088232891096836,-0.008121120099726318,-0.8088232891096836,-0.8121120099726318,0.008088232891096836,Negative,2023,11,Q4,Monday,November
2023-11-14,AAPL,0.01428566908294493,0.014184590425844806,1.428566908294493,1.4184590425844805,0.01428566908294493,Positive,2023,11,Q4,Tuesday,November
2023-11-14,GOOGL,0.011582982392024377,0.011516413204819427,1.1582982392024377,1.1516413204819427,0.011582982392024377,Positive,2023,11,Q4,Tuesday,November
2023-11-14,MSFT,0.00979041289895699,0.009742797338347167,0.979041289895699,0.9742797338347167,0.00979041289895699,Positive,2023,11,Q4,Tuesday,November
2023-11-15,AAPL,0.003040816226005605,0.003036202295389161,0.3040816226005605,0.3036202295389161,0.003040816226005605,Positive,2023,11,Q4,Wednesday,November
2023-11-15,GOOGL,0.007483784233460522,0.00745591965553703,0.7483784233460522,0.745591965553703,0.007483784233460522,Positive,2023,11,Q4,Wednesday,November
2023-11-15,MSFT,0.00040592737631284237,0.0004058450100844731,0.04059273763128424,0.04058450100844731,0.00040592737631284237,Positive,2023,11,Q4,Wednesday,November
2023-11-16,AAPL,0.009042165726249385,0.009001530117982407,0.9042165726249385,0.9001530117982407,0.009042165726249385,Positive,2023,11,Q4,Thursday,November
2023-11-16,GOOGL,0.017159507570340793,0.01701394603688868,1.7159507570340793,1.701394603688868,0.017159507570340793,Positive,2023,11,Q4,Thursday,November
2023-11-16,MSFT,0.017583439129620793,0.017430639031059368,1.7583439129620793,1.7430639031059367,0.017583439129620793,Positive,2023,11,Q4,Thursday,November
2023-11-17,AAPL,-0.00010536598375610051,-0.00010537153514132183,-0.010536598375610051,-0.010537153514132183,0.00010536598375610051,Negative,2023,11,Q4,Friday,November
2023-11-17,GOOGL,-0.011830853167646094,-0.011901394640208599,-1.1830853167646094,-1.1901394640208598,0.011830853167646094,Negative,2023,11,Q4,Friday,November
2023-11-17,MSFT,-0.01680080690421515,-0.01694354142248678,-1.6800806904215149,-1.694354142248678,0.01680080690421515,Negative,2023,11,Q4,Friday,November
2023-11-20,AAPL,0.009278375437387965,0.009235595725897022,0.9278375437387965,0.9235595725897022,0.009278375437387965,Positive,2023,11,Q4,Monday,November
2023-11-20,GOOGL,0.006947026059239247,0.006923006651842064,0.6947026059239247,0.6923006651842064,0.006947026059239247,Positive,2023,11,Q4,Monday,November
2023-11-20,MSFT,0.020521659322835006,0.02031392726872968,2.0521659322835006,2.031392726872968,0.020521659322835006,Positive,2023,11,Q4,Monday,November
2023-11-21,AAPL,-0.004230909146733852,-0.0042398847684774815,-0.4230909146733852,-0.42398847684774815,0.004230909146733852,Negative,2023,11,Q4,Tuesday,November
2023-11-21,GOOGL,0.005284436964965167,0.005270523323595617,0.5284436964965167,0.5270523323595617,0.005284436964965167,Positive,2023,11,Q4,Tuesday,November
2023-11-21,MSFT,-0.011577952680577486,-0.01164549904662615,-1.1577952680577486,-1.1645499046626149,0.011577952680577486,Negative,2023,11,Q4,Tuesday,November
2023-11-22,AAPL,0.003514437728304287,0.0035082765232590644,0.3514437728304287,0.35082765232590646,0.003514437728304287,Positive,2023,11,Q4,Wednesday,November
2023-11-22,GOOGL,0.011097277963302066,0.01103615495780163,1.1097277963302066,1.1036154957801632,0.011097277963302066,Positive,2023,11,Q4,Wednesday,November
2023-11-22,MSFT,0.012812454656893957,0.012731069584231597,1.2812454656893957,1.2731069584231596,0.012812454656893957,Positive,2023,11,Q4,Wednesday,November
2023-11-24,AAPL,-0.007004339857799358,-0.007028985397470959,-0.7004339857799358,-0.7028985397470958,0.007004339857799358,Negative,2023,11,Q4,Friday,November
2023-11-24,GOOGL,-0.012997354866272848,-0.013082559578865484,-1.2997354866272848,-1.3082559578865485,0.012997354866272848,Negative,2023,11,Q4,Friday,November
2023-11-24,MSFT,-0.001111490380556024,-0.0011121085440867224,-0.11114903805560239,-0.11121085440867223,0.001111490380556024,Negative,2023,11,Q4,Friday,November
2023-11-27,AAPL,-0.000947481943409656,-0.0009479310881529675,-0.0947481943409656,-0.09479310881529675,0.000947481943409656,Negative,2023,11,Q4,Monday,November
2023-11-27,GOOGL,-0.0020483875354988523,-0.0020504883505925273,-0.20483875354988523,-0.20504883505925273,0.0020483875354988523,Negative,2023,11,Q4,Monday,November
2023-11-27,MSFT,0.003126366080439258,0.003121489160053306,0.3126366080439258,0.3121489160053306,0.003126366080439258,Positive,2023,11,Q4,Monday,November
2023-11-28,AAPL,0.0032140507880185076,0.0032088967673545004,0.32140507880185076,0.32088967673545005,0.0032140507880185076,Positive,2023,11,Q4,Tuesday,November
2023-11-28,GOOGL,0.005791274005944702,0.0057745690429539575,0.5791274005944702,0.5774569042953958,0.005791274005944702,Positive,2023,11,Q4,Tuesday,November
2023-11-28,MSFT,0.010802804821329559,0.010744871380970255,1.080280482132956,1.0744871380970256,0.010802804821329559,Positive,2023,11,Q4,Tuesday,November
2023-11-29,AAPL,-0.005409713723859233,-0.005424399211949217,-0.5409713723859233,-0.5424399211949217,0.005409713723859233,Negative,2023,11,Q4,Wednesday,November
2023-11-29,GOOGL,-0.01610770857792232,-0.01623884785797265,-1.610770857792232,-1.623884785797265,0.01610770857792232,Negative,2023,11,Q4,Wednesday,November
2023-11-29,MSFT,-0.01006017103025858,-0.01011111651905168,-1.006017103025858,-1.011111651905168,0.01006017103025858,Negative,2023,11,Q4,Wednesday,November
2023-11-30,AAPL,0.003062887309832174,0.003058206226480618,0.3062887309832174,0.3058206226480618,0.003062887309832174,Positive,2023,11,Q4,Thursday,November
2023-11-30,GOOGL,-0.018223656962065182,-0.018391753148654405,-1.8223656962065182,-1.8391753148654404,0.018223656962065182,Negative,2023,11,Q4,Thursday,November
2023-11-30,MSFT,0.00015847012193548338,0.00015845756687209435,0.015847012193548338,0.015845756687209434,0.00015847012193548338,Positive,2023,11,Q4,Thursday,November
2023-12-01,AAPL,0.006791366370289209,0.006768408924704064,0.6791366370289209,0.6768408924704065,0.006791366370289209,Positive,2023,12,Q4,Friday,December
2023-12-01,GOOGL,-0.005055418553599367,-0.0050682404134752765,-0.5055418553599367,-0.5068240413475277,0.005055418553599367,Negative,2023,12,Q4,Friday,December
2023-12-01,MSFT,-0.01161233873814127,-0.011680288492892002,-1.161233873814127,-1.1680288492892001,0.01161233873814127,Negative,2023,12,Q4,Friday,December
2023-12-04,AAPL,-0.009464761832420732,-0.009509837335429336,-0.9464761832420732,-0.9509837335429335,0.009464761832420732,Negative,2023,12,Q4,Monday,December
2023-12-04,GOOGL,-0.019642094783920205,-0.019837564586078327,-1.9642094783920205,-1.9837564586078327,0.019642094783920205,Negative,2023,12,Q4,Monday,December
2023-12-04,MSFT,-0.01433876851222815,-0.014442562028963555,-1.433876851222815,-1.4442562028963555,0.01433876851222815,Negative,2023,12,Q4,Monday,December
2023-12-05,AAPL,0.02106316023681387,0.02084439842181539,2.106316023681387,2.084439842181539,0.02106316023681387,Positive,2023,12,Q4,Tuesday,December
2023-12-05,GOOGL,0.013305509229590173,0.013217768375927974,1.3305509229590173,1.3217768375927974,0.013305509229590173,Positive,2023,12,Q4,Tuesday,December
2023-12-05,MSFT,0.009156418286338619,0.009114752435267093,0.9156418286338619,0.9114752435267094,0.009156418286338619,Positive,2023,12,Q4,Tuesday,December
2023-12-06,AAPL,-0.005686995735886935,-0.005703228268286932,-0.5686995735886935,-0.5703228268286932,0.005686995735886935,Negative,2023,12,Q4,Wednesday,December
2023-12-06,GOOGL,-0.0074050893773902615,-0.007432643161496339,-0.7405089377390262,-0.7432643161496338,0.0074050893773902615,Negative,2023,12,Q4,Wednesday,December
2023-12-06,MSFT,-0.00998612521793718,-0.010036321020333088,-0.9986125217937181,-1.0036321020333088,0.00998612521793718,Negative,2023,12,Q4,Wednesday,December
2023-12-07,AAPL,0.010139244688240234,0.010088187378481262,1.0139244688240234,1.0088187378481261,0.010139244688240234,Positive,2023,12,Q4,Thursday,December
2023-12-07,GOOGL,0.05314557281524035,0.051781469385222434,5.314557281524035,5.178146938522243,0.05314557281524035,Positive,2023,12,Q4,Thursday,December
2023-12-07,MSFT,0.005829958740398933,0.005813030293838833,0.5829958740398933,0.5813030293838833,0.005829958740398933,Positive,2023,12,Q4,Thursday,December
2023-12-08,AAPL,0.007412478558062485,0.007385141147735329,0.7412478558062485,0.7385141147735329,0.007412478558062485,Positive,2023,12,Q4,Friday,December
2023-12-08,GOOGL,-0.014167716237254324,-0.014269036451445938,-1.4167716237254324,-1.4269036451445938,0.014167716237254324,Negative,2023,12,Q4,Friday,December
2023-12-08,MSFT,0.008842053294503938,0.008803191253427963,0.8842053294503938,0.8803191253427963,0.008842053294503938,Positive,2023,12,Q4,Friday,December
